LichessPuzzleId,FEN,Rating,PreLastMovePositionEvaluation,LastMove,CurrentPositionEvaluation,EvaluatedMoves
QHeyK,6r1/1ppknQ2/p2p4/4p3/4P2p/2P2Brq/PPP2RP1/R4K2 b - - 4 28,1015,-249,g1f1 -575,+575,"h3h1 +575,h3h2 +194,h3e6 +168,g8f8 +42,g8g7 +23,g3f3 -250,g3g7 -355,g3g2 -367,h3g4 -460,d7d8 -529,d7c8 -578,a6a5 -587,g3g4 -600,c7c6 -600,b7b6 -600,g8g5 -602,g3g5 -604,b7b5 -605,g8g6 -607,g8g4 -607,g3g6 -608,c7c5 -616,d7c6 -618,d6d5 -666,h3g2 -673,g8e8 -676,g8b8 -728,g8d8 -753,g8h8 -770,g8c8 -782,g8a8 -786,h3f5 -800"
QHcfT,5k2/5p2/3p4/P1pPp1q1/1pQ2p1r/6p1/1PP1PP1P/2KR3R b - - 2 29,1771,+310,e1c1 -470,+470,"f4f3 +470,g3g2 -121,g3f2 -319,f8e7 -421,g3h2 -433,g5h6 -451,f8g7 -453,h4h2 -473,b4b3 -479,g5h5 -480,h4h8 -484,f8g8 -489,f7f5 -495,h4g4 -502,h4h7 -513,h4h6 -525,f8e8 -526,h4h3 -528,h4h5 -529,e5e4 -541,f7f6 -553,g5d8 -587,g5f5 -625,g5e7 -630,g5f6 -635,g5g6 -655,g5g7 -685,g5g8 -686,g5g4 -726"
QHbIk,2kr3r/Bp1q4/2n2p1b/1N5p/P4Q2/8/1P4PP/2R2B1K w - - 6 30,1757,-643,g7h6 #-1,#+1,"f4b8 #+1,c1c6 0,f4c4 -214,f4g3 -348,b5d6 -398,f4f3 -426,f4h6 -433,f4f2 -444,f4e4 -450,f4h4 -455,f4b4 -467,f4e3 -474,f4d4 -475,f4d6 -475,f4f6 -484,a7b8 -515,a7e3 -516,c1d1 -543,f4c7 -551,c1c4 -604,c1c3 -615,a7g1 -621,a7d4 -625,a7b6 -643,g2g3 -646,a7c5 -651,c1c2 -654,c1b1 -656,c1a1 -683,b5d4 -684,c1e1 -689,a7f2 -690,h1g1 -698,f1d3 -698,h2h3 -716,b5a3 -718,c1c5 -719,a4a5 -725,b2b4 -727,f4g5 -730,b5c7 -738,b5c3 -763,f1c4 -767,f4e5 -771,b2b3 -792,f1e2 -794,h2h4 -813,f4d2 -857,f4f5 -872,g2g4 -911"
QHgwE,2kr4/1p3ppp/p1n5/2bp4/2P2B2/1n2PB1P/1P3PP1/3R2K1 w - - 0 21,1921,+117,e6d5 -412,+412,"f3g4 +412,c4d5 -145,d1d3 -237,g2g3 -358,e3e4 -369,h3h4 -373,f4g3 -380,g1h2 -387,g1h1 -389,f3d5 -392,f4g5 -394,f4h2 -396,f3e2 -396,d1e1 -406,g1f1 -408,d1f1 -426,d1b1 -428,d1d5 -431,f3h5 -480,g2g4 -490,f4h6 -517,d1a1 -559,f4c7 -559,f4d6 -562,f4b8 -563,d1c1 -574,f4e5 -580,d1d4 -596,d1d2 -599,f3e4 -648"
QHiOt,4r3/1k6/7p/1Pp5/3qnQP1/5B2/PP5P/7K w - - 13 42,1295,+281,d8e8 -448,+448,"f4f7 +448,f4h6 -242,b2b4 -390,h2h4 -484,b5b6 -519,a2a4 -522,a2a3 -533,b2b3 -566,f4f5 -570,h2h3 -606,g4g5 -614,f4c1 -631,f3g2 -667,h1g2 -698,f3e4 -707,f4g3 -738,f4e4 -755,f3e2 #-11,f3d1 #-7,f4d6 #-7,f4f6 #-7,f4e5 #-6,f4c7 #-6,f4g5 #-6,f4d2 #-6,f4e3 #-5,f4b8 #-5,f4f8 #-5"
QHdLA,r2qkb1r/pb1p1p2/1p2p2p/6p1/2B1n3/2N3B1/PPP2PPP/R2QK2R w KQkq - 0 12,1671,-5,f6e4 -354,+354,"c3e4 +354,g3e5 -135,d1d4 -162,e1g1 -188,h1g1 -200,d1e2 -209,c3b5 -226,d1d3 -240,a2a4 -251,c4f1 -251,c4b5 -256,a2a3 -257,d1g4 -261,c4d3 -269,c4e2 -270,h1f1 -273,c4b3 -285,e1f1 -300,a1c1 -301,c3a4 -306,d1f3 -311,e1e2 -315,c3e2 -318,a1b1 -343,d1c1 -343,h2h4 -346,f2f3 -360,c3b1 -367,d1h5 -369,h2h3 -373,d1b1 -378,f2f4 -417,c4a6 -439,c3d5 -451,b2b3 -458,c4e6 -477,b2b4 -485,g3f4 -500,c4d5 -502,g3h4 -511,g3b8 -517,d1d7 -519,g3d6 -524,g3c7 -544,d1d2 -574,d1d5 -596,d1d6 -647"
QHj66,r5k1/5pp1/4r2p/p3p3/2R1P3/1P5P/n1B2PP1/3R2K1 w - - 0 26,1752,-20,a6a5 -454,+454,"d1a1 +454,d1d7 +34,h3h4 +11,c2d3 +9,c4c7 +5,g1h2 +5,d1d5 +3,g1f1 +3,d1d2 +2,d1d3 +2,g2g3 0,f2f3 0,g2g4 0,d1b1 0,c2b1 0,c4c5 0,d1e1 0,d1f1 0,g1h1 0,f2f4 -3,b3b4 -6,c4a4 -329,d1c1 -486,d1d4 -511,c4d4 -513,d1d8 -528,c4c6 -532,c4c3 -533,c4c8 -544,c4b4 -546,d1d6 -553"
QHj9L,rn3b1r/pp1k1p2/2pp3p/q5N1/3P2PB/3P3P/P3QP2/4RK1R b - - 0 17,1672,+189,f3g5 -294,+294,"h6g5 +294,b8a6 -195,a5e1 -498,d7c7 -515,a5d8 -557,a5g5 -624,a5a3 -649,d7c8 -662,b7b5 -682,a5e5 -693,d6d5 -723,a5c3 -743,f8g7 -745,f7f6 -776,a5d2 -780,a5b4 -803,f7f5 -820,f8e7 -846,a5a2 -889,h8h7 -901,h6h5 -906,a5b5 -931,h8g8 -932,a5f5 -986,a5c5 -1042,a5a4 #-28,d7d8 #-21,a7a6 #-18,a5d5 #-18,b7b6 #-13,a5a6 #-12,c6c5 #-6,a5b6 #-3,a5c7 #-1"
QHfa7,r3k1nr/pp3ppp/2pp4/8/3QP2q/2N2P1b/PPP1B2P/R1B3KR b kq - 0 12,1144,#-2,d1d4 #-2,#+2,"h4e1 #+2,f7f5 -224,e8c8 -301,g8h6 -322,g8e7 -353,g8f6 -366,f7f6 -374,h7h6 -380,a7a6 -380,h7h5 -384,a7a5 -389,a8d8 -394,b7b6 -394,b7b5 -408,h4e7 -418,g7g6 -420,h4d8 -428,d6d5 -444,g7g5 -448,a8c8 -462,h4f6 -463,e8d7 -466,e8e7 -474,h4h5 -475,c6c5 -484,h3e6 -493,a8b8 -499,h3d7 -505,h3c8 -511,h3f5 -517,h3g4 -544,e8f8 -548,h3f1 -571,e8d8 -595,h3g2 -613,h4h6 -666,h4g5 -705,h4f4 -714,h4e4 -733,h4g4 -736,h4f2 -760,h4g3 -812"
QHjlm,6Q1/1R3p2/3N4/1P2p3/7p/Pk4p1/2r3PP/6K1 b - - 2 39,515,+951,a8g8 #-1,#+1,"c2c1 #+1,h4h3 -836,b3b2 -843,e5e4 -994,b3a2 -1173,c2e2 -1193,b3c3 #-41,g3h2 #-38,c2c3 #-32,c2c5 #-24,b3a3 #-20,c2a2 #-19,b3a4 #-18,c2f2 #-16,c2b2 #-15,c2d2 #-9,c2g2 #-8,c2c4 #-7,c2c8 #-7,c2c7 #-6,c2c6 #-6"
QHhv1,2r4k/R5Np/1p2N3/3pp3/2r5/3n1P2/P5PP/R5K1 b - - 3 28,740,+372,d4e6 #-2,#+2,"c4c1 #+2,e5e4 -237,d5d4 -384,c4c2 -405,c4c6 -411,d3c5 -428,b6b5 -433,h7h6 -442,h8g8 -444,h7h5 -451,d3f4 -453,d3c1 -459,d3b2 -459,d3b4 -459,c4c3 -460,c8b8 -461,c4h4 -462,c4b4 -465,c8g8 -491,c8c6 -493,c4c5 -516,c4f4 -530,c8c5 -551,c4d4 -566,c8c7 -578,c4c7 -583,d3f2 -614,c4a4 -635,c8f8 -671,c8d8 -708,d3e1 -740,c4g4 -831,c4e4 -852,c8e8 #-6,c8a8 #-2"
QHgxW,6k1/6pp/4pq2/2Pb4/1pp5/4Q2P/PP3PP1/1R4K1 b - - 3 29,1387,+395,a1b1 -440,+440,"f6g6 +440,b4b3 -27,c4c3 -237,h7h6 -375,h7h5 -384,g8f7 -395,f6e7 -420,f6f7 -423,f6f8 -426,f6d8 -428,g8f8 -446,g7g6 -456,f6f5 -457,g8h8 -486,f6h4 -489,d5c6 -489,g7g5 -498,d5a8 -504,d5b7 -504,f6h6 -523,e6e5 -533,d5g2 -558,d5f3 -664,d5e4 -758,f6f4 -795,f6f3 -842,f6f2 -844,f6b2 -846,f6d4 -951,f6g5 -978,f6c3 #-22,f6e5 #-12"
QHjem,2rr2k1/5p1p/6p1/1p6/1q6/2N1P3/1B3QPP/R5K1 w - - 4 29,2070,-10,c5b4 -309,+309,"c3d5 +309,a1f1 +10,h2h4 0,a1a7 0,h2h3 0,c3e4 0,f2c2 0,a1c1 -5,c3a2 -6,a1e1 -8,a1b1 -9,c3b5 -13,g1h1 -24,g2g3 -25,c3d1 -25,e3e4 -62,c3a4 -257,g1f1 -264,a1d1 -290,g2g4 -330,f2e2 -331,a1a6 -340,a1a2 -373,a1a3 -385,c3e2 -432,b2c1 -436,b2a3 -444,a1a8 -488,f2f1 -511,f2f6 -529,f2f3 -535,f2e1 -535,f2f4 -543,a1a5 -549,f2g3 -580,a1a4 -596,f2f7 -760,f2h4 #-22,f2f5 #-19,c3b1 #-14,f2d2 #-9"
QHkvD,8/8/p1p1k2p/2p1Pp2/1bKp1Pp1/1P4P1/P3N2P/8 w - - 0 40,2536,+81,a7a6 -203,+203,"e2d4 +203,e2c1 0,a2a4 -69,e2g1 -105,c4d3 -106,a2a3 -477,e2c3 -783,h2h4 -795,h2h3 -812"
QHlHL,8/8/2p5/2P5/kp1K4/6p1/8/5B2 b - - 7 61,1895,-64,d3f1 -509,+509,"b4b3 +509,a4a3 +66,a4a5 +59,a4b3 -482,g3g2 -563"
QHiyG,rn1qk2r/pp3pbp/4bnp1/3Bp1B1/8/2NP1Q2/PPP2PPP/R3K1NR b KQkq - 0 9,1607,+71,b3d5 -407,+407,"e6d5 +407,b8d7 -222,b8c6 -223,e6c8 -230,d8d5 -291,a7a5 -314,e8g8 -320,a7a6 -328,e5e4 -329,b8a6 -358,h7h5 -412,f6d5 -432,e8e7 -436,d8e7 -442,e8f8 -448,h7h6 -452,d8b6 -463,e6f5 -475,e6d7 -490,h8g8 -494,d8c7 -498,e6g4 -499,d8d6 -505,d8d7 -507,d8a5 -519,b7b5 -519,d8c8 -521,b7b6 -527,h8f8 -532,e8d7 -541,e6h3 -554,g7f8 -580,g7h6 -588,f6d7 -608,f6h5 -619,f6g4 -626,f6e4 -646,f6g8 -648"
QHhcu,r3k3/2p1q3/p2p2p1/2pPn3/8/5P2/PPPQ2P1/2K4R w q - 1 23,887,0,g4e5 -298,+298,"h1h8 +298,f3f4 +11,h1e1 -144,c1b1 -299,d2a5 -315,d2e2 -338,d2e3 -340,c1d1 -341,d2e1 -341,g2g3 -362,a2a3 -379,h1f1 -380,a2a4 -393,b2b3 -394,b2b4 -398,d2f4 -401,d2d1 -407,c2c3 -408,d2h6 -409,d2f2 -412,h1g1 -415,d2c3 -417,h1d1 -418,c2c4 -427,g2g4 -444,h1h3 -450,h1h2 -457,h1h6 -526,h1h5 -569,h1h7 -592,h1h4 -599,d2d3 -704,d2d4 -709,d2b4 -736,d2g5 -819"
QHjiN,8/r4pk1/3p2p1/1B1Pp3/Prp1P3/2Rn1P1P/6PK/R7 b - - 11 53,1185,+9,c6b5 -358,+358,"b4b5 +358,d3c5 +3,a7a5 -4,a7c7 -26,f7f5 -55,d3b2 -57,d3f4 -146,b4b2 -210,g7f6 -228,g7f8 -231,g7g8 -232,g7h6 -236,f7f6 -237,g7h7 -239,a7a8 -245,a7b7 -246,g7h8 -250,g6g5 -277,d3f2 -294,a7e7 -302,a7a4 -407,b4a4 -470,b4b3 -486,a7d7 -527,d3e1 -553,a7a6 -555,d3c1 -557,b4b1 -564"
QHgmm,r4rk1/1bq1bppp/pp2pn2/2p5/7Q/1PNB4/PBPP1PPP/R4RK1 w - - 3 15,1820,+19,c8b7 -280,+280,"c3d5 +280,c3d1 -2,a1e1 -20,h4g3 -25,f1e1 -26,h4h3 -32,f2f3 -33,a2a4 -36,a1b1 -38,f2f4 -38,c3a4 -39,c3b5 -39,c3e2 -39,a1d1 -42,a1c1 -46,a2a3 -49,g1h1 -55,d3e2 -56,h4g5 -68,h2h3 -73,f1b1 -75,f1d1 -75,f1c1 -76,c3b1 -116,b3b4 -126,b2c1 -146,h4c4 -154,b2a3 -159,d3c4 -161,g2g3 -254,g2g4 -343,h4a4 -383,d3h7 -442,d3a6 -449,c3e4 -475,d3f5 -491,d3e4 -517,d3b5 -521,d3g6 -539,h4f6 -552,h4e4 -566,h4h7 -571,h4h6 -612,h4f4 -629,h4b4 -641,h4d4 -643,h4h5 -648,h4g4 -666"
QHi0Z,r3k1nr/ppp2pp1/3pb1qp/4n1BP/4P3/1NN3Q1/PPP3P1/R4BKR b kq - 0 13,1441,+391,h4h5 -286,+286,"g6g5 +286,e5f3 -382,g6h7 -452,h6g5 -525,g6f6 -599,g6e4 -617,e6b3 -651,g8e7 -657,f7f6 -669,e8f8 -696,g6h5 -697,a7a6 -698,a8c8 -702,e6h3 -707,g8f6 -715,a8b8 -725,e6d7 -735,g6f5 -736,a8d8 -742,e6f5 -743,e5c6 -744,b7b6 -746,c7c6 -752,a7a5 -755,e6g4 -756,h8h7 -774,e6c4 -780,e6d5 -786,e8d7 -789,b7b5 -792,c7c5 -792,f7f5 -805,e6c8 -809,e5g4 -809,e5d7 -818,e5d3 -838,e5c4 -838,d6d5 -877"
QHizX,b3r3/p2p1pk1/5n1p/2p3p1/1R1QP3/P1PB4/2q2PPP/4R1K1 b - - 1 23,2013,+275,c4d3 -450,+450,"c2d2 +450,c5d4 -287,c2a2 -335,a8e4 -356,h6h5 -367,e8e6 -369,c2c1 -373,c2d1 -373,e8c8 -400,d7d6 -401,a8c6 -403,a8d5 -404,e8g8 -404,e8f8 -404,e8h8 -405,e8d8 -405,d7d5 -408,c2e2 -410,e8e7 -415,g7g8 -428,e8e4 -432,g5g4 -445,c2d3 -447,e8e5 -462,a8b7 -472,a7a5 -482,c2b3 -489,c2b2 -491,a7a6 -499,c2b1 -503,c2a4 -528,c5b4 -544,c2c3 -547,e8b8 -548,g7g6 -560,c2f2 -646,g7f8 -696,c5c4 -721,g7h8 -733,g7h7 -738"
QHjYS,r1Nq1k1r/pp3pbp/n1p1p1p1/4n1B1/2P5/P4N1P/1P3PP1/2KR1B1R w - - 0 18,937,#-1,b6d8 #-1,#+1,"d1d8 #+1,g5d8 -24,c8d6 -362,g5e7 -525,c8e7 -527,g5f4 -536,d1e1 -544,d1d5 -562,g5e3 -562,c8a7 -567,h3h4 -573,g5d2 -575,f1e2 -575,d1d2 -583,c4c5 -584,h1g1 -587,c1c2 -591,d1d6 -593,b2b4 -596,g5h4 -598,h1h2 -605,f1d3 -611,a3a4 -616,d1d4 -625,g2g4 -627,b2b3 -628,g2g3 -629,c8b6 -637,g5h6 -717,f3e5 -722,d1d3 -746,f3d4 -755,f3d2 -756,d1d7 -765,g5f6 -772,f3e1 -811,f3g1 -839,f3h2 -854,f3h4 -862,c1b1 -916"
QHlLP,2k5/2p2ppp/1pRr4/pP1p1P2/P2PpKP1/4P2P/8/8 w - - 5 30,2283,-38,d8d6 -645,+645,"c6d6 +645,c6c2 0,c6c1 0,c6c3 -5,c6c7 -538,f5f6 -560,c6b6 -570,g4g5 -601,c6c5 -601,h3h4 -619,c6c4 -624,f4g5 -627,f4e5 -627,f4g3 -650"
QHjdV,3r2k1/4bppp/1q6/1PpQp3/1pB1P3/8/1P3PPP/4B1K1 w - - 2 26,870,+150,f8d8 -523,+523,"d5f7 +523,d5e5 -204,d5c6 -221,d5d2 -489,e1d2 -500,f2f3 -500,b2b3 -514,g2g3 -516,g1f1 -516,h2h3 -526,g1h1 -526,g2g4 -528,c4d3 -531,c4e2 -536,c4f1 -538,h2h4 -539,d5d8 -548,d5d3 -555,f2f4 -570,e1c3 -623,c4b3 -663,d5d6 -691,e1b4 -717,c4a2 -744,d5c5 -774,d5e6 -782,d5b7 -787,d5d7 -831,d5d4 -955,d5a8 #-24,d5d1 #-17"
QHjTW,5k2/5r2/3p4/1pqPp2p/p4b1P/2P2P2/1PQ3K1/R5R1 b - - 0 43,2450,+98,f2f3 -565,+565,"f7g7 +565,f4e3 +107,c5c8 0,a4a3 0,f4h6 -15,c5c4 -34,c5e3 -48,c5d5 -58,f8e7 -84,f7f6 -97,f8e8 -116,c5a7 -119,c5c7 -149,f7a7 -163,f7c7 -166,f7b7 -174,c5b6 -174,f7d7 -176,f7e7 -187,b5b4 -198,f8g8 -227,f8g7 -241,e5e4 -276,f4g5 -402,f4c1 -417,f4g3 -421,f4d2 -438,f4h2 -440,c5g1 -541,f7h7 -619,c5a3 -873,c5c6 #-23,c5f2 #-18,c5c3 #-11,c5d4 #-11,c5b4 #-10,f7f5 #-7"
QHlSP,r4r2/4q2k/pp1p1p1b/2pPR1pQ/2P1N3/4B2P/PP4PN/6K1 b - - 0 24,868,+123,f5e5 -251,+251,"e7e5 +251,d6e5 -61,e7f7 -571,f6e5 -653,e7g7 -702,e7d8 #-33,e7e8 #-32,a8e8 #-32,a8a7 #-32,e7a7 #-25,e7d7 #-25,e7b7 #-25,e7c7 #-25,f8e8 #-9,f8f7 #-9,e7e6 #-7,h7g8 #-4,f8g8 #-4,h7h8 #-3,g5g4 #-3,a6a5 #-3,a8d8 #-3,a8b8 #-3,b6b5 #-3,f6f5 #-3,a8c8 #-3,h7g7 #-3,f8b8 #-3,f8c8 #-3,f8d8 #-3,f8h8 #-2"
QHlj6,8/1r3k2/2R2P2/1p4Pp/1Pb4P/P2p4/4rR2/6K1 w - - 2 37,1329,+491,e8e2 -479,+479,"g5g6 +479,c6d6 -335,f2f4 -460,f2f3 -482,f2f5 -488,f2f1 -511,f2e2 -569,a3a4 -712,g1g2 -817,g1f1 -839,c6c8 -839,f2h2 #-26,c6a6 #-25,c6c5 #-25,g1h2 #-24,f2g2 #-22,c6c4 #-21,g1h1 #-19,c6b6 #-19,c6e6 #-12,c6c7 #-9"
QHmSS,8/8/8/8/7R/3p4/r4k2/3K4 w - - 10 78,816,0,e2a2 -441,+441,"h4h2 +441,h4h3 0,h4h7 0,h4h5 0,h4e4 0,h4h8 0,h4g4 0,h4h6 0,d1c1 0,h4b4 #-29,h4c4 #-15,h4h1 #-14,h4f4 #-13,h4d4 #-13,h4a4 #-8"
QHiRS,5rk1/ppp3p1/1b4q1/3Pp3/1P2N2Q/P3PB2/3P3p/R1B4K b - - 0 23,1032,0,g2f3 #-1,#+1,"g6g1 #+1,f8f3 0,b6d4 -317,b6e3 -432,f8f4 -506,c7c6 -554,b6c5 -594,g6f5 -611,f8f5 -627,g6h7 -632,g6f7 -632,g6e8 -634,a7a5 -634,c7c5 -637,f8f6 -640,a7a6 -644,g6h6 -646,f8f7 -653,b6a5 -666,f8a8 -673,f8e8 -676,f8b8 -677,f8c8 -677,g6d6 -746,g6f6 -900,g8f7 -917,g6e4 -976,g6g3 -1067,g6g2 #-22,g6c6 #-13,g6g5 #-11,g6e6 #-11,f8d8 #-9,g6h5 #-9,g6g4 #-8"
QHhr1,rnb3k1/pp5p/2p4r/3p1Bp1/3P4/2N1P2q/PPQ3N1/4RRK1 b - - 0 18,1972,+340,d3f5 -195,+195,"h3h2 +195,c8f5 -241,g5g4 -330,h3h1 -408,h3h5 -466,h3g3 -466,b7b6 -634,h3f5 -637,b8a6 -638,h6d6 -655,a7a6 -672,h6g6 -686,a7a5 -692,c8e6 -701,b8d7 -707,h3g4 -707,b7b5 -708,c8d7 -714,c6c5 -737,g8h8 -773,g8g7 -800,h3g2 -817,h3f3 -834,h3h4 -977,h6f6 #-27,h6e6 #-16,g8f7 #-14,g8f8 #-14,h6h5 #-13,h6h4 #-13,h3e3 #-11"
QHmii,r5k1/2P2p1p/3Rb1pP/8/8/8/p4P1P/6K1 w - - 0 33,873,+575,a3a2 #-2,#+2,"d6d8 #+2,g1g2 -483,c7c8q -706,d6d1 -706,c7c8r -707,d6d3 #-21,h2h3 #-11,h2h4 #-10,d6e6 #-10,d6b6 #-10,c7c8b #-9,g1f1 #-9,g1h1 #-9,c7c8n #-9,d6c6 #-9,d6d2 #-8,d6a6 #-7,d6d7 #-7,d6d4 #-6,d6d5 #-6,f2f4 #-6,f2f3 #-6"
QHmJJ,3rk3/5p1p/Q2p2p1/4q3/8/8/PP1R2PP/7K w - - 0 29,1324,0,c5e5 -506,+506,"d2e2 +506,a6f1 +19,d2f2 +5,a6a4 +1,a6c6 0,d2d1 0,a6e2 0,h2h3 -507,h2h4 -556,h1g1 -567,g2g3 -575,g2g4 -625,a6a7 -713,a6b6 -713,a6b5 -746,a6d3 #-2,a6c4 #-2,d2c2 #-2,a2a3 #-2,a2a4 #-2,b2b3 #-2,b2b4 #-2,d2d4 #-2,d2d6 #-2,d2d5 #-2,d2d3 #-1,a6a3 #-1,a6b7 #-1,a6d6 #-1,a6c8 #-1,a6a8 #-1,a6a5 #-1"
QHieF,r1b2rk1/pp3pbp/1q2p1p1/1Np1n1P1/2P2B2/3P4/PP2Q2P/2KR1B1R w - - 2 17,950,+349,c7b6 -435,+435,"f4e5 +435,h2h4 +1,f1g2 -22,c1b1 -30,b5c3 -94,f4g3 -98,d3d4 -109,a2a3 -116,e2e3 -120,h1g1 -128,h2h3 -130,f1h3 -132,d1d2 -155,b2b3 -159,e2e1 -169,c1c2 -173,e2e4 -175,d1e1 -178,f4e3 -194,e2c2 -195,a2a4 -210,e2e5 -219,b5a3 -220,e2f2 -227,f4d2 -237,e2d2 -249,e2g2 -259,b5c7 -277,b2b4 -292,c1d2 -317,b5d4 -360,b5d6 -439,b5a7 -495,e2h5 -625,e2g4 -639,e2f3 -669"
QHi0F,2r1kr2/5pR1/1q1ppQ1p/pp6/1Nn1P3/2P5/PP3P1P/1K1R4 w - - 0 27,1936,-78,a6a5 -509,+509,"g7f7 +509,b4c2 +41,b4d3 +18,b4d5 -26,e4e5 -139,d1g1 -196,a2a3 -268,b1a1 -307,g7h7 -314,h2h3 -318,h2h4 -321,a2a4 -329,d1c1 -335,g7g1 -339,d1h1 -341,d1d3 -343,d1e1 -344,b2b3 -380,f6f3 -390,b1c1 -400,d1f1 -403,g7g3 -405,f2f3 -415,d1d5 -416,b4a6 -420,f2f4 -425,f6d4 -434,g7g2 -444,f6f4 -449,g7g6 -454,g7g4 -454,d1d4 -455,b4c6 -463,f6h6 -465,g7g5 -481,f6h4 -487,b1c2 -490,g7g8 -508,d1d6 -592,d1d2 -594,f6e6 -622,f6f7 -661,f6d8 -665,f6g6 -670,f6e5 -708,f6g5 -721,f6e7 -732,f6f5 -738"
QHjqG,1r1q1rk1/p6p/3p4/2pn1p1N/1P1N1P2/P2P4/6KP/1R1Q1R2 b - - 0 25,1042,-204,e2d4 -432,+432,"d5e3 +432,c5d4 -215,d8e8 -399,d8e7 -419,b8b5 -451,d8d7 -452,d8c7 -454,d8c8 -471,d5f4 -473,g8h8 -475,d8h4 -477,d8b6 -478,d5e7 -483,b8b4 -488,b8b6 -502,f8f7 -509,c5c4 -514,b8c8 -517,d5c7 -522,f8f6 -523,d5b6 -529,d5f6 -534,d5b4 -542,b8b7 -543,h7h6 -545,d5c3 -569,d8g5 -579,c5b4 -581,a7a5 -600,f8e8 -618,b8a8 -623,a7a6 -626,g8f7 -697,d8f6 -706,d8a5 -724"
QHmgM,5bk1/1q4pp/4Pp2/5P1N/1p5P/1nB3P1/1P1p3K/3Q4 w - - 0 38,1959,-10,a5b4 -334,+334,"d1b3 +334,h5f6 0,c3d2 0,c3f6 0,e6e7 0,c3e5 -213,h5f4 -369,d1e2 -437,d1g4 -445,c3b4 -488,c3d4 -571,d1f1 -612,h5g7 -624,g3g4 -649,h2h3 -653,d1c2 -659,d1b1 -662,d1d2 -671,h2g1 -712,d1g1 -717,d1a1 -792,d1e1 #-18,d1h1 #-14,d1f3 #-7,d1c1 #-5"
QHi34,2r3k1/2q1bpp1/4bn1p/pB1p4/Pp1P3B/1N1Q4/1P3PPP/2R3K1 b - - 4 23,560,+39,e1c1 -436,+436,"c7c1 +436,c7d8 -27,c7b8 -58,c7b7 -59,c7a7 -60,c7b6 -69,c7f4 -173,c7d6 -228,g7g6 -419,g7g5 -429,c7c4 -437,g8f8 -449,e7d8 -457,h6h5 -469,c7h2 -470,g8h8 -471,f6h5 -487,c7d7 -493,e7d6 -503,f6e4 -505,f6e8 -508,f6h7 -515,f6g4 -519,e6d7 -532,e6g4 -543,e7c5 -546,c7c3 -565,e6f5 -570,e7f8 -573,f6d7 -589,c8b8 -598,c7c2 -605,c8a8 -608,c8f8 -610,e6h3 -610,c7c6 -615,c8e8 -638,c8d8 -647,c7g3 -663,c7c5 -666,c7e5 -722"
QHmyT,8/8/8/p2k2p1/Pp4K1/1Pp4P/2P3P1/8 b - - 1 51,1623,+560,f3g4 -278,+278,"d5e4 +278,d5e5 -566,d5e6 -589,d5d6 -589,d5d4 -589,d5c5 -806,d5c6 -806"
QHlJR,r1k5/ppp2Q2/2n3N1/4p3/6b1/3PK3/P1PB1PqP/8 w - - 3 20,1417,+406,d7c8 #-4,#+4,"f7e8 #+4,g6e7 -153,g6e5 -378,f7f8 -397,f7g8 -412,d2c3 -449,f7f6 -478,g6h4 -514,h2h3 -517,d2b4 -532,d2e1 -543,a2a4 -551,c2c4 -554,a2a3 -567,c2c3 -571,d2c1 -582,h2h4 -584,d2a5 -585,g6h8 -656,g6f8 -658,d3d4 -748,f7e6 -1033,f7f5 -1216,f7d7 #-19,f7c7 #-17,f7f4 #-11,f7d5 #-10,f2f3 #-2,f7g7 #-1,f2f4 #-1,f7h7 #-1,f7c4 #-1,f7b3 #-1,g6f4 #-1,f7e7 #-1,f7f3 #-1"
QHmHL,2r3k1/5pb1/p5p1/1p6/3Pq1PQ/4B3/PPr5/K2R3R w - - 0 27,2704,+399,h7g6 -429,+429,"h4h7 +429,h4e1 -274,h4g5 -358,e3g5 -389,e3h6 -483,h1e1 -513,e3f2 -522,e3d2 -533,g4g5 -544,d1e1 -548,h1h2 -566,h4h3 -571,e3c1 -572,d1b1 -572,a2a3 -579,d1d3 -580,e3f4 -588,h1g1 -599,h1h3 -605,h1f1 -613,d1c1 -630,a2a4 -634,h4f2 -745,h4h2 #-31,d1f1 #-24,h4d8 #-15,d1g1 #-14,h4e7 #-11,b2b3 #-11,h4h6 #-10,h4h8 #-9,b2b4 #-7,h4g3 #-7,h4f6 #-7,h4h5 #-7,d4d5 #-2,e3g1 #-2,d1d2 #-2,a1b1 #-1"
QHnCr,5rk1/5p2/3p2pQ/4p1N1/6KP/1P3P2/P2q4/2R5 b - - 0 36,1695,0,h3g4 #-1,#+1,"d2g2 #+1,d2f4 -685,d2g5 #-10,f7f5 #-10,d2d4 #-4,d2b4 #-4,f8a8 #-2,f8b8 #-2,f8d8 #-2,f8e8 #-2,d2c1 #-1,e5e4 #-1,d2h2 #-1,d2d5 #-1,d6d5 #-1,d2f2 #-1,d2e2 #-1,d2b2 #-1,d2e3 #-1,d2a2 #-1,f7f6 #-1,d2d3 #-1,d2e1 #-1,d2a5 #-1,d2d1 #-1,d2c2 #-1,d2c3 #-1,f8c8 #-1"
